,AreaName,District,PinCode,Longitude,Latitude,Cluster,1st most common venue,2nd most common venue,3rd most common venue,4th most common venue,5th most common venue
608,Gazipur,East District,110096,77.318143,28.633403,4,Department Store,Hotel,Yoga Studio,Event Space,Football Stadium
609,Mansarovar Garden,West District,110015,77.133346,28.642099,4,Furniture / Home Store,Hotel,Yoga Studio,Event Space,Food Truck
610,Mansarover Garden,West District,110015,77.133346,28.642099,4,Furniture / Home Store,Hotel,Yoga Studio,Event Space,Food Truck
611,Block Ld Dakshini Pitampura,North West District,110034,77.120353,28.69176,4,Hotel,Bar,Yoga Studio,Fabric Shop,Football Stadium
612,Cd Block Dakshini Pitampura,North West District,110034,77.120353,28.69176,4,Hotel,Bar,Yoga Studio,Fabric Shop,Football Stadium
613,Pitampura,North West District,110034,77.120353,28.69176,4,Hotel,Bar,Yoga Studio,Fabric Shop,Football Stadium
614,Poorvi Pitampura,North West District,110034,77.120353,28.69176,4,Hotel,Bar,Yoga Studio,Fabric Shop,Football Stadium
615,Uttari Pitampura,North West District,110034,77.120353,28.69176,4,Hotel,Bar,Yoga Studio,Fabric Shop,Football Stadium
616,Jor Bagh,South East Delhi District,110003,77.21383000000002,28.588308,4,Hotel,Bookstore,Racetrack,Historic Site,Metro Station
617,Maharani Bagh,South East Delhi District,110065,77.26529600000002,28.573232999999995,4,Hotel,Café,Sculpture Garden,Neighborhood,Gym
618,Sultanpur Extension,South District,110030,77.164988,28.496868,4,Hotel,Coffee Shop,Farm,Luggage Store,Yoga Studio
619,Block Ap Poorvi Pitampura,North West District,110034,77.140724,28.703266,4,Hotel,Coffee Shop,Spa,Bakery,Yoga Studio
620,Sector 10 Dwarka,South West District,110075,77.057824,28.583059999999993,4,Hotel,Electronics Store,Asian Restaurant,Light Rail Station,Shopping Mall
621,New Kondli,East District,110096,77.330756,28.606115,4,Hotel,Food,Market,Yoga Studio,Event Space
622,D B Gupta Road,Shahdara District,110032,77.301846,28.665973000000005,4,Hotel,Indian Restaurant,Asian Restaurant,BBQ Joint,Café
623,Mahipalpur,New Delhi District,110037,77.129485,28.545272000000004,4,Hotel,Indian Restaurant,Bed & Breakfast,Road,Business Service
624,Mahipalpur Extension,New Delhi District,110037,77.129485,28.545272000000004,4,Hotel,Indian Restaurant,Bed & Breakfast,Road,Business Service
625,Aerocity,New Delhi District,110037,77.121662,28.552015999999988,4,Hotel,Indian Restaurant,Coffee Shop,Buffet,Shopping Mall
626,A1 Block Paschim Vihar Delhi,West District,110063,77.093265,28.669306,4,Hotel,Indian Restaurant,Food Truck,Coffee Shop,Event Space
627,Paschim Vihar,West District,110063,77.093265,28.669306,4,Hotel,Indian Restaurant,Food Truck,Coffee Shop,Event Space
628,Paschim Vihar Main,West District,110063,77.093265,28.669306,4,Hotel,Indian Restaurant,Food Truck,Coffee Shop,Event Space
629,Westend,West District,110087,77.092747,28.671355999999996,4,Hotel,Indian Restaurant,Food Truck,Coffee Shop,Event Space
630,Dcm School Marg,West District,110008,77.164196,28.649656,4,Hotel,Indian Restaurant,Park,Electronics Store,Event Space
631,D Block Lane,New Delhi District,110028,77.139963,28.627061000000005,4,Hotel,Pizza Place,Café,Indian Restaurant,Hotel Bar
632,Dwarka Sector 19,South West District,110075,77.053127,28.576972000000005,4,Hotel,Shopping Mall,Electronics Store,Asian Restaurant,Flea Market
633,Sector 19,South West District,110075,77.052768,28.577133,4,Hotel,Shopping Mall,Electronics Store,Asian Restaurant,Flea Market
634,Sector 19 Dwarka,South West District,110075,77.053127,28.576972000000005,4,Hotel,Shopping Mall,Electronics Store,Asian Restaurant,Flea Market
635,Dwarka Road,South West District,110077,77.042551,28.559388,4,Hotel,Yoga Studio,Event Space,Football Stadium,Food Truck
636,Road Number 1,South District,110030,77.128902,28.479352,4,Hotel,Yoga Studio,Furniture / Home Store,Light Rail Station,Event Space
637,Block Uu Uttari Pitampura,North West District,110034,77.13941,28.705857,4,Indian Restaurant,Hotel,Coffee Shop,Spa,Event Space
638,Dwarka Flyover,South West District,110075,77.079503,28.592907,4,Indian Restaurant,Hotel,Science Museum,Farm,Entertainment Service
639,Sandesh Vihar,North West District,110034,77.141998,28.691363,4,Plaza,Hotel,Yoga Studio,Entertainment Service,Food Truck
